text,label
"A group is attempting to rob tourists at temple late morning. They have knives and are threatening people, help immediately.",police
"Man threatening with a weapon near the hotel, people are scared and someone is bleeding afternoon. Emergency, call police now.",police
"Suspicious persons trying to kidnap someone by the bus stop in remote area afternoon. Please send police asap, this is serious. Suspects are armed and the situation is life-threatening, witnesses are present. Please respond now.",police
"Man threatening with a weapon near the hotel, people are scared and someone is bleeding evening. Emergency, call police now. Suspects are armed and the situation is conscious but injured, witnesses are present. Please respond now.",police
"Pickpocketing incident at near hotel late morning, my wallet stolen and there's a confrontation. Need police fast, please. Suspects are armed and the situation is multiple casualties, witnesses are present. Please respond quickly.",police
"Suspicious persons trying to kidnap someone by the bus stop near station late morning. Please send police asap, this is serious. Suspects are armed and the situation is conscious but injured, witnesses are present. Please respond asap.",police
"There is a violent fight breaking out near hotel afternoon, several people attacked and someone is injured. Urgent police help required now. Suspects are armed and the situation is conscious but injured, witnesses are present. Please respond asap.",police
"A group is attempting to rob tourists near hotel evening. They have knives and are threatening people, help immediately.",police
"A suspicious van parked and people are arguing loudly on highway late morning. They threatened us with a weapon, please call police immediate response.",police
"There is a violent fight breaking out on highway afternoon, several people attacked and someone is injured. Urgent police help required now. Suspects are armed and the situation is spreading quickly, witnesses are present. Please respond immediately.",police
"There is a violent fight breaking out near station early morning, several people attacked and someone is injured. Urgent police help required now. Suspects are armed and the situation is life-threatening, witnesses are present. Please respond now.",police
"Suspicious persons trying to kidnap someone by the bus stop at temple at night. Please send police asap, this is serious. Suspects are armed and the situation is spreading quickly, witnesses are present. Please respond immediately.",police
"Suspicious persons trying to kidnap someone by the bus stop at tourist spot afternoon. Please send police asap, this is serious.",police
"A group is attempting to rob tourists in market early morning. They have knives and are threatening people, help immediately. Suspects are armed and the situation is stable but bleeding, witnesses are present. Please respond asap.",police
"I was extorted by a vendor demanding money at in market during day, he's aggressive and threatening me. Need help from police immediately.",police
"There is a violent fight breaking out in remote area afternoon, several people attacked and someone is injured. Urgent police help required now. Suspects are armed and the situation is spreading quickly, witnesses are present. Please respond now.",police
"There is a violent fight breaking out in remote area afternoon, several people attacked and someone is injured. Urgent police help required now.",police
"Two men following tourists and attempting to snatch phones in market at night. Please send police quickly, they are getting bold. Suspects are armed and the situation is smoke-filled, witnesses are present. Please respond immediately.",police
"Two men following tourists and attempting to snatch phones in remote area at night. Please send police quickly, they are getting bold. Suspects are armed and the situation is life-threatening, witnesses are present. Please respond immediately.",police
"Two men following tourists and attempting to snatch phones near station late morning. Please send police quickly, they are getting bold.",police
"A suspicious van parked and people are arguing loudly in remote area evening. They threatened us with a weapon, please call police immediate response. Suspects are armed and the situation is severe, witnesses are present. Please respond urgent.",police
"A group is attempting to rob tourists at tourist spot at night. They have knives and are threatening people, help immediately.",police
"Pickpocketing incident at in market during day, my wallet stolen and there's a confrontation. Need police fast, please.",police
"There is a violent fight breaking out in remote area late morning, several people attacked and someone is injured. Urgent police help required now. Suspects are armed and the situation is critical, witnesses are present. Please respond asap.",police
"A suspicious van parked and people are arguing loudly at temple during day. They threatened us with a weapon, please call police immediate response. Suspects are armed and the situation is moderate, witnesses are present. Please respond immediately.",police
"There is a violent fight breaking out on highway afternoon, several people attacked and someone is injured. Urgent police help required now. Suspects are armed and the situation is minor, witnesses are present. Please respond urgent.",police
"Pickpocketing incident at in market afternoon, my wallet stolen and there's a confrontation. Need police fast, please. Suspects are armed and the situation is stable but bleeding, witnesses are present. Please respond immediately.",police
"There is a violent fight breaking out in market early morning, several people attacked and someone is injured. Urgent police help required now. Suspects are armed and the situation is critical, witnesses are present. Please respond urgent.",police
"Someone just snatched my bag on highway during day. It's urgent, the thief is running up the alley. Please send police now. Suspects are armed and the situation is trapped, witnesses are present. Please respond immediately.",police
"Pickpocketing incident at in market at night, my wallet stolen and there's a confrontation. Need police fast, please.",police
"I was extorted by a vendor demanding money at in remote area at night, he's aggressive and threatening me. Need help from police immediately. Suspects are armed and the situation is moderate, witnesses are present. Please respond immediately.",police
"Pickpocketing incident at in market during day, my wallet stolen and there's a confrontation. Need police fast, please. Suspects are armed and the situation is moderate, witnesses are present. Please respond immediately.",police
"I was extorted by a vendor demanding money at at temple during day, he's aggressive and threatening me. Need help from police immediately. Suspects are armed and the situation is conscious but injured, witnesses are present. Please respond immediately.",police
"Woman pushed and molested during a snatching attempt in market early morning, suspects ran into the crowd. Need police and witnesses asap.",police
"Someone just snatched my bag at temple at night. It's urgent, the thief is running into the crowd. Please send police now.",police
"Suspicious persons trying to kidnap someone by the bus stop at tourist spot during day. Please send police asap, this is serious.",police
"A group is attempting to rob tourists in market evening. They have knives and are threatening people, help immediately.",police
"Someone just snatched my bag on highway at night. It's urgent, the thief is running towards the highway. Please send police now. Suspects are armed and the situation is stable but bleeding, witnesses are present. Please respond urgent.",police
"A suspicious van parked and people are arguing loudly near station evening. They threatened us with a weapon, please call police immediate response. Suspects are armed and the situation is severe, witnesses are present. Please respond immediately.",police
"A suspicious van parked and people are arguing loudly near station evening. They threatened us with a weapon, please call police immediate response. Suspects are armed and the situation is multiple casualties, witnesses are present. Please respond immediately.",police
"Suspicious persons trying to kidnap someone by the bus stop in market early morning. Please send police asap, this is serious.",police
"Two men following tourists and attempting to snatch phones on highway during day. Please send police quickly, they are getting bold. Suspects are armed and the situation is severe, witnesses are present. Please respond immediately.",police
"A suspicious van parked and people are arguing loudly on highway during day. They threatened us with a weapon, please call police immediate response. Suspects are armed and the situation is life-threatening, witnesses are present. Please respond immediately.",police
"There is a violent fight breaking out in remote area late morning, several people attacked and someone is injured. Urgent police help required now. Suspects are armed and the situation is critical, witnesses are present. Please respond immediately.",police
"Suspicious persons trying to kidnap someone by the bus stop near station early morning. Please send police asap, this is serious. Suspects are armed and the situation is conscious but injured, witnesses are present. Please respond now.",police
"A suspicious van parked and people are arguing loudly near station late morning. They threatened us with a weapon, please call police immediate response.",police
"I was extorted by a vendor demanding money at at tourist spot during day, he's aggressive and threatening me. Need help from police immediately. Suspects are armed and the situation is multiple casualties, witnesses are present. Please respond immediately.",police
"Pickpocketing incident at near station at night, my wallet stolen and there's a confrontation. Need police fast, please. Suspects are armed and the situation is conscious but injured, witnesses are present. Please respond immediately.",police
"Someone just snatched my bag at temple early morning. It's urgent, the thief is running towards the river. Please send police now. Suspects are armed and the situation is severe, witnesses are present. Please respond urgent.",police
"Pickpocketing incident at at tourist spot evening, my wallet stolen and there's a confrontation. Need police fast, please. Suspects are armed and the situation is stable but bleeding, witnesses are present. Please respond immediately.",police
"Pickpocketing incident at on highway late morning, my wallet stolen and there's a confrontation. Need police fast, please.",police
"Two men following tourists and attempting to snatch phones near hotel evening. Please send police quickly, they are getting bold.",police
"There is a violent fight breaking out in remote area afternoon, several people attacked and someone is injured. Urgent police help required now.",police
"Someone just snatched my bag on highway afternoon. It's urgent, the thief is running towards the station. Please send police now. Suspects are armed and the situation is spreading quickly, witnesses are present. Please respond immediately.",police
"Suspicious persons trying to kidnap someone by the bus stop at temple late morning. Please send police asap, this is serious. Suspects are armed and the situation is stable but bleeding, witnesses are present. Please respond now.",police
"A suspicious van parked and people are arguing loudly at temple early morning. They threatened us with a weapon, please call police immediate response.",police
"Two men following tourists and attempting to snatch phones near station early morning. Please send police quickly, they are getting bold. Suspects are armed and the situation is trapped, witnesses are present. Please respond now.",police
"Suspicious persons trying to kidnap someone by the bus stop in market at night. Please send police asap, this is serious.",police
"Pickpocketing incident at in market late morning, my wallet stolen and there's a confrontation. Need police fast, please.",police
"Woman pushed and molested during a snatching attempt in market afternoon, suspects ran into the crowd. Need police and witnesses asap.",police
"A group is attempting to rob tourists in remote area late morning. They have knives and are threatening people, help immediately.",police
"Suspicious persons trying to kidnap someone by the bus stop near hotel during day. Please send police asap, this is serious. Suspects are armed and the situation is critical, witnesses are present. Please respond immediately.",police
"I was extorted by a vendor demanding money at near hotel during day, he's aggressive and threatening me. Need help from police immediately.",police
"I was extorted by a vendor demanding money at near hotel late morning, he's aggressive and threatening me. Need help from police immediately.",police
"Two men following tourists and attempting to snatch phones near hotel during day. Please send police quickly, they are getting bold.",police
"Someone just snatched my bag near hotel early morning. It's urgent, the thief is running into the crowd. Please send police now.",police
"Man threatening with a weapon near the hotel, people are scared and someone is bleeding afternoon. Emergency, call police now. Suspects are armed and the situation is multiple casualties, witnesses are present. Please respond immediately.",police
"I was extorted by a vendor demanding money at in remote area evening, he's aggressive and threatening me. Need help from police immediately. Suspects are armed and the situation is minor, witnesses are present. Please respond immediately.",police
"Pickpocketing incident at at temple early morning, my wallet stolen and there's a confrontation. Need police fast, please.",police
"Someone just snatched my bag at tourist spot at night. It's urgent, the thief is running towards the highway. Please send police now. Suspects are armed and the situation is critical, witnesses are present. Please respond quickly.",police
"Someone just snatched my bag at tourist spot during day. It's urgent, the thief is running up the alley. Please send police now. Suspects are armed and the situation is smoke-filled, witnesses are present. Please respond urgent.",police
"I was extorted by a vendor demanding money at at temple afternoon, he's aggressive and threatening me. Need help from police immediately. Suspects are armed and the situation is spreading quickly, witnesses are present. Please respond immediately.",police
"Someone just snatched my bag near station during day. It's urgent, the thief is running towards the forest. Please send police now. Suspects are armed and the situation is life-threatening, witnesses are present. Please respond immediately.",police
"Someone just snatched my bag in market late morning. It's urgent, the thief is running up the alley. Please send police now. Suspects are armed and the situation is conscious but injured, witnesses are present. Please respond immediately.",police
"Two men following tourists and attempting to snatch phones near hotel at night. Please send police quickly, they are getting bold. Suspects are armed and the situation is multiple casualties, witnesses are present. Please respond quickly.",police
"There is a violent fight breaking out at temple afternoon, several people attacked and someone is injured. Urgent police help required now. Suspects are armed and the situation is spreading quickly, witnesses are present. Please respond immediately.",police
"A group is attempting to rob tourists in remote area during day. They have knives and are threatening people, help immediately.",police
"Man threatening with a weapon near the hotel, people are scared and someone is bleeding late morning. Emergency, call police now. Suspects are armed and the situation is trapped, witnesses are present. Please respond immediately.",police
"There is a violent fight breaking out near station at night, several people attacked and someone is injured. Urgent police help required now. Suspects are armed and the situation is trapped, witnesses are present. Please respond asap.",police
"Two men following tourists and attempting to snatch phones near hotel at night. Please send police quickly, they are getting bold. Suspects are armed and the situation is moderate, witnesses are present. Please respond immediately.",police
"I was extorted by a vendor demanding money at in remote area evening, he's aggressive and threatening me. Need help from police immediately. Suspects are armed and the situation is minor, witnesses are present. Please respond immediately.",police
"I was extorted by a vendor demanding money at near station at night, he's aggressive and threatening me. Need help from police immediately.",police
"There is a violent fight breaking out in remote area during day, several people attacked and someone is injured. Urgent police help required now.",police
"I was extorted by a vendor demanding money at near hotel afternoon, he's aggressive and threatening me. Need help from police immediately. Suspects are armed and the situation is critical, witnesses are present. Please respond immediately.",police
"A group is attempting to rob tourists on highway afternoon. They have knives and are threatening people, help immediately.",police
"A suspicious van parked and people are arguing loudly at tourist spot late morning. They threatened us with a weapon, please call police immediate response.",police
"Woman pushed and molested during a snatching attempt near hotel afternoon, suspects ran into the crowd. Need police and witnesses asap. Suspects are armed and the situation is life-threatening, witnesses are present. Please respond quickly.",police
"I was extorted by a vendor demanding money at on highway at night, he's aggressive and threatening me. Need help from police immediately. Suspects are armed and the situation is severe, witnesses are present. Please respond immediately.",police
"Pickpocketing incident at near station during day, my wallet stolen and there's a confrontation. Need police fast, please.",police
"Man threatening with a weapon near the hotel, people are scared and someone is bleeding late morning. Emergency, call police now. Suspects are armed and the situation is stable but bleeding, witnesses are present. Please respond immediately.",police
"I was extorted by a vendor demanding money at in remote area afternoon, he's aggressive and threatening me. Need help from police immediately.",police
"Pickpocketing incident at at tourist spot afternoon, my wallet stolen and there's a confrontation. Need police fast, please. Suspects are armed and the situation is conscious but injured, witnesses are present. Please respond immediately.",police
